date,state,district,pincode,bio_age_5_17,bio_age_17,state_temp,district_temp,state/ut,district_master,state/ut_master,district_master,state_final,district_final
2025-09-07,Karnataka,Bangalore,560093,1,0,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,560094,4,5,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,560105,2,2,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bellary,583101,0,1,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-09-07,Karnataka,Bellary,583201,0,1,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-09-07,Karnataka,Chickmagalur,577120,0,1,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-09-07,Karnataka,Chickmagalur,577133,1,0,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-09-07,Karnataka,Chickmagalur,577138,0,1,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-09-07,Karnataka,Chickmagalur,577182,0,1,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-09-07,Karnataka,Gulbarga,585217,0,1,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-09-07,Karnataka,Mysore,570009,0,1,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-07,Karnataka,Mysore,570011,2,0,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-07,Karnataka,Mysore,570023,1,2,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-07,Karnataka,Mysore,571124,0,1,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-07,Karnataka,Mysore,571301,0,2,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-07,Karnataka,Shimoga,577201,0,3,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-09-07,Karnataka,Shimoga,577227,0,1,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-09-07,Karnataka,Shimoga,577301,1,0,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-09-07,Karnataka,Shimoga,577401,0,1,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-09-07,Karnataka,Shimoga,577413,1,4,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-09-07,Karnataka,Shimoga,577429,0,1,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-09-07,Karnataka,yadgir,585202,0,2,Karnataka,yadgir,,,,,Karnataka,yadgir
2025-09-07,Maharashtra,Gondiya *,441601,0,1,Maharashtra,Gondiya *,,,,,Maharashtra,Gondiya *
2025-09-07,Odisha,Baleswar,756041,2,1,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-07,Telangana,Medchalâˆ’malkajgiri,500055,2,0,Telangana,Medchalâˆ’malkajgiri,,,,,Telangana,Medchalâˆ’malkajgiri
2025-09-07,Uttar Pradesh,Allahabad,211004,3,3,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,211006,1,7,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,211008,4,2,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,211013,2,0,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,212107,6,0,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,212303,2,2,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,212404,0,1,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,212502,1,2,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,212507,1,0,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Bara Banki,225001,1,0,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-09-07,Uttar Pradesh,Faizabad,224121,15,3,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-09-07,Uttar Pradesh,Faizabad,224182,1,1,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-09-07,Uttar Pradesh,Faizabad,224229,0,2,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-09-07,Uttar Pradesh,Faizabad,225407,1,3,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-09-07,Uttar Pradesh,Faizabad,225411,2,1,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-09-07,Andhra Pradesh,Cuddapah,516214,2,0,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-09-07,Andhra Pradesh,N. T. R,520010,1,0,Andhra Pradesh,N. T. R,,,,,Andhra Pradesh,N. T. R
2025-09-07,Andhra Pradesh,N. T. R,521185,1,0,Andhra Pradesh,N. T. R,,,,,Andhra Pradesh,N. T. R
2025-09-07,Andhra Pradesh,N. T. R,521225,0,1,Andhra Pradesh,N. T. R,,,,,Andhra Pradesh,N. T. R
2025-09-07,Andhra Pradesh,Rangareddi,500035,1,1,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-09-07,Andhra Pradesh,Rangareddi,500084,0,1,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-09-07,Telangana,Medchalâˆ’malkajgiri,500055,2,0,Telangana,Medchalâˆ’malkajgiri,,,,,Telangana,Medchalâˆ’malkajgiri
2025-09-07,Uttar Pradesh,Allahabad,211004,3,3,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,211006,1,7,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,211008,4,2,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,211013,2,0,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,212107,6,0,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,212303,2,2,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,212404,0,1,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,212502,1,2,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,212507,1,0,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Bara Banki,225001,1,0,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-09-07,Uttar Pradesh,Faizabad,224121,15,3,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-09-07,Uttar Pradesh,Faizabad,224182,1,1,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-09-07,Uttar Pradesh,Faizabad,224229,0,2,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-09-07,Uttar Pradesh,Faizabad,225407,1,3,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-09-07,Uttar Pradesh,Faizabad,225411,2,1,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-09-07,Uttar Pradesh,Rae Bareli,229216,2,0,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-09-07,Uttar Pradesh,Rae Bareli,229301,10,0,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-09-07,West Bengal,Darjiling,734014,0,2,West Bengal,Darjiling,,,,,West Bengal,Darjiling
2025-09-07,West Bengal,Haora,711108,0,1,West Bengal,Haora,,,,,West Bengal,Haora
2025-09-07,West Bengal,Haora,711205,0,2,West Bengal,Haora,,,,,West Bengal,Haora
2025-09-07,West Bengal,Haora,711303,0,1,West Bengal,Haora,,,,,West Bengal,Haora
2025-09-07,West Bengal,Haora,711405,2,3,West Bengal,Haora,,,,,West Bengal,Haora
2025-09-07,West Bengal,Haora,711409,0,3,West Bengal,Haora,,,,,West Bengal,Haora
2025-09-07,West Bengal,Koch Bihar,736168,1,1,West Bengal,Koch Bihar,,,,,West Bengal,Koch Bihar
2025-09-07,Assam,Sibsagar,785671,1,0,Assam,Sibsagar,,,,,Assam,Sibsagar
2025-09-07,Assam,Sibsagar,785688,1,0,Assam,Sibsagar,,,,,Assam,Sibsagar
2025-09-07,Chhattisgarh,Kabeerdham,491559,2,3,Chhattisgarh,Kabeerdham,,,,,Chhattisgarh,Kabeerdham
2025-09-07,Haryana,Gurgaon,122001,11,13,Haryana,Gurgaon,,,,,Haryana,Gurgaon
2025-09-07,Jharkhand,Pashchimi Singhbhum,833201,0,1,Jharkhand,Pashchimi Singhbhum,,,,,Jharkhand,Pashchimi Singhbhum
2025-09-07,Karnataka,Bangalore,560002,1,2,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,560003,1,0,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,560011,0,3,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,560016,1,1,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,560034,1,0,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,560037,6,4,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,560041,0,1,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,560054,2,2,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,560056,1,3,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,560060,0,5,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,560072,0,6,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,560075,1,2,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,560087,0,2,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,560089,1,1,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,560099,0,1,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,560100,3,7,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,560102,1,2,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,560103,1,2,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,562106,0,1,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,562123,1,3,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,562125,3,9,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore,562130,1,2,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-07,Karnataka,Bangalore Rural,561203,2,0,Karnataka,Bangalore Rural,,,,,Karnataka,Bangalore Rural
2025-09-07,Karnataka,Bangalore Rural,562123,5,6,Karnataka,Bangalore Rural,,,,,Karnataka,Bangalore Rural
2025-09-07,Karnataka,Bangalore Rural,562129,0,1,Karnataka,Bangalore Rural,,,,,Karnataka,Bangalore Rural
2025-09-07,Karnataka,Belgaum,591104,0,1,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-07,Karnataka,Belgaum,591121,0,1,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-07,Karnataka,Belgaum,591126,2,0,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-07,Karnataka,Belgaum,591220,2,1,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-07,Karnataka,Belgaum,591236,0,1,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-07,Karnataka,Belgaum,591238,0,2,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-07,Karnataka,Belgaum,591240,3,1,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-07,Karnataka,Belgaum,591241,2,2,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-07,Karnataka,Bellary,583118,0,1,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-09-07,Karnataka,Bellary,583119,0,1,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-09-07,Karnataka,Gulbarga,585101,0,1,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-09-07,Karnataka,Gulbarga,585102,3,3,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-09-07,Karnataka,Gulbarga,585218,0,1,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-09-07,Karnataka,Gulbarga,585302,1,3,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-09-07,Karnataka,Mysore,570001,0,1,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-07,Karnataka,Mysore,570004,0,1,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-07,Karnataka,Mysore,570012,1,0,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-07,Karnataka,Mysore,570015,1,0,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-07,Karnataka,Mysore,570019,3,4,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-07,Karnataka,Mysore,571105,0,1,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-07,Karnataka,Shimoga,577412,1,1,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-09-07,Karnataka,Shimoga,577415,0,1,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-09-07,Odisha,Baleswar,756020,0,2,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-07,Odisha,Baleswar,756036,1,0,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-07,Odisha,Baleswar,756037,1,0,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-07,Odisha,Baleswar,756042,4,0,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-07,Odisha,JAJPUR,755011,5,0,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-09-07,Pondicherry,Pondicherry,605003,0,1,Pondicherry,Pondicherry,,,,,Pondicherry,Pondicherry
2025-09-07,Pondicherry,Pondicherry,605014,2,2,Pondicherry,Pondicherry,,,,,Pondicherry,Pondicherry
2025-09-07,Uttar Pradesh,Allahabad,211016,8,9,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,212301,10,0,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,212306,7,1,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,212401,1,1,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,221503,3,3,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,221507,1,1,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Allahabad,229412,1,0,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-07,Uttar Pradesh,Bara Banki,225301,2,0,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-09-07,Uttar Pradesh,Faizabad,224153,11,2,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-09-07,Uttar Pradesh,Faizabad,224171,5,3,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-09-07,Uttar Pradesh,Faizabad,224189,1,0,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-09-07,Uttar Pradesh,Rae Bareli,229124,3,0,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-09-07,Uttar Pradesh,Rae Bareli,229129,1,0,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-09-07,Uttar Pradesh,Rae Bareli,229209,0,2,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-09-07,Uttar Pradesh,Rae Bareli,229305,1,0,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-09-07,Uttar Pradesh,Rae Bareli,229401,3,2,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-09-07,West Bengal,Haora,711104,0,1,West Bengal,Haora,,,,,West Bengal,Haora
2025-09-07,West Bengal,Haora,711113,0,2,West Bengal,Haora,,,,,West Bengal,Haora
2025-09-07,West Bengal,Haora,711204,2,0,West Bengal,Haora,,,,,West Bengal,Haora
2025-09-07,West Bengal,Haora,711322,1,9,West Bengal,Haora,,,,,West Bengal,Haora
2025-09-07,West Bengal,Haora,711403,0,6,West Bengal,Haora,,,,,West Bengal,Haora
2025-09-07,West Bengal,Haora,711410,0,1,West Bengal,Haora,,,,,West Bengal,Haora
2025-09-07,West Bengal,Koch Bihar,735303,0,1,West Bengal,Koch Bihar,,,,,West Bengal,Koch Bihar
2025-09-07,West Bengal,Koch Bihar,736158,1,0,West Bengal,Koch Bihar,,,,,West Bengal,Koch Bihar
2025-09-07,West Bengal,Koch Bihar,736207,0,1,West Bengal,Koch Bihar,,,,,West Bengal,Koch Bihar
2025-09-07,Andhra Pradesh,N. T. R,520012,0,1,Andhra Pradesh,N. T. R,,,,,Andhra Pradesh,N. T. R
2025-09-07,Andhra Pradesh,Rangareddi,500048,0,1,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-09-07,Andhra Pradesh,Rangareddi,500070,1,1,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-09-08,Andhra Pradesh,N. T. R,520001,0,1,Andhra Pradesh,N. T. R,,,,,Andhra Pradesh,N. T. R
2025-09-08,Andhra Pradesh,N. T. R,520004,0,1,Andhra Pradesh,N. T. R,,,,,Andhra Pradesh,N. T. R
2025-09-08,Andhra Pradesh,N. T. R,520012,1,7,Andhra Pradesh,N. T. R,,,,,Andhra Pradesh,N. T. R
2025-09-08,Andhra Pradesh,N. T. R,521185,4,2,Andhra Pradesh,N. T. R,,,,,Andhra Pradesh,N. T. R
2025-09-08,Andhra Pradesh,Rangareddi,500014,1,3,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-09-08,Andhra Pradesh,Rangareddi,500018,5,29,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-09-08,Andhra Pradesh,Rangareddi,500030,0,1,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-09-08,Andhra Pradesh,Rangareddi,500037,4,4,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-09-08,Andhra Pradesh,Rangareddi,500048,1,2,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-09-08,Andhra Pradesh,Rangareddi,500077,1,2,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-09-08,Andhra Pradesh,Rangareddi,501111,0,1,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-09-08,Andhra Pradesh,Rangareddi,501502,0,1,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-09-08,Andhra Pradesh,Rangareddi,501503,0,7,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-09-08,Andhra Pradesh,Rangareddi,501505,0,6,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-09-08,Andhra Pradesh,Rangareddi,501508,1,0,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-09-08,Andhra Pradesh,Rangareddi,509325,0,8,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-09-08,Andhra Pradesh,Rangareddi,509337,5,5,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-09-08,Andhra Pradesh,Y. S. R,516002,1,3,Andhra Pradesh,Y. S. R,,,,,Andhra Pradesh,Y. S. R
2025-09-08,Andhra Pradesh,Y. S. R,516003,1,1,Andhra Pradesh,Y. S. R,,,,,Andhra Pradesh,Y. S. R
2025-09-08,Andhra Pradesh,Y. S. R,516289,2,3,Andhra Pradesh,Y. S. R,,,,,Andhra Pradesh,Y. S. R
2025-09-08,Andhra Pradesh,Y. S. R,516464,0,1,Andhra Pradesh,Y. S. R,,,,,Andhra Pradesh,Y. S. R
2025-09-08,Assam,Sibsagar,785664,4,1,Assam,Sibsagar,,,,,Assam,Sibsagar
2025-09-08,Assam,Sibsagar,785673,1,0,Assam,Sibsagar,,,,,Assam,Sibsagar
2025-09-08,Assam,Sibsagar,785681,2,0,Assam,Sibsagar,,,,,Assam,Sibsagar
2025-09-08,Assam,Sibsagar,785686,8,0,Assam,Sibsagar,,,,,Assam,Sibsagar
2025-09-08,Assam,Sibsagar,785687,8,0,Assam,Sibsagar,,,,,Assam,Sibsagar
2025-09-08,Assam,Sibsagar,785689,0,1,Assam,Sibsagar,,,,,Assam,Sibsagar
2025-09-08,Assam,Sribhumi,788709,0,3,Assam,Sribhumi,,,,,Assam,Sribhumi
2025-09-08,Chhattisgarh,Kabeerdham,491336,17,17,Chhattisgarh,Kabeerdham,,,,,Chhattisgarh,Kabeerdham
2025-09-08,Gujarat,Chhotaudepur,391110,3,0,Gujarat,Chhotaudepur,,,,,Gujarat,Chhotaudepur
2025-09-08,Gujarat,Chhotaudepur,391135,6,9,Gujarat,Chhotaudepur,,,,,Gujarat,Chhotaudepur
2025-09-08,Gujarat,Dohad,389155,1,10,Gujarat,Dohad,,,,,Gujarat,Dohad
2025-09-08,Gujarat,Kachchh,370020,1,1,Gujarat,Kachchh,,,,,Gujarat,Kachchh
2025-09-08,Gujarat,Kachchh,370165,1,2,Gujarat,Kachchh,,,,,Gujarat,Kachchh
2025-09-08,Gujarat,Kachchh,370240,0,1,Gujarat,Kachchh,,,,,Gujarat,Kachchh
2025-09-08,Gujarat,Kachchh,370415,2,1,Gujarat,Kachchh,,,,,Gujarat,Kachchh
2025-09-08,Gujarat,Kachchh,370445,1,0,Gujarat,Kachchh,,,,,Gujarat,Kachchh
2025-09-08,Haryana,Gurgaon,122004,8,9,Haryana,Gurgaon,,,,,Haryana,Gurgaon
2025-09-08,Haryana,Gurgaon,122017,8,14,Haryana,Gurgaon,,,,,Haryana,Gurgaon
2025-09-08,Madhya Pradesh,Narsimhapur,487001,1,13,Madhya Pradesh,Narsimhapur,,,,,Madhya Pradesh,Narsimhapur
2025-09-08,Madhya Pradesh,Narsimhapur,487118,5,4,Madhya Pradesh,Narsimhapur,,,,,Madhya Pradesh,Narsimhapur
2025-09-08,Madhya Pradesh,Narsimhapur,487221,9,7,Madhya Pradesh,Narsimhapur,,,,,Madhya Pradesh,Narsimhapur
2025-09-08,Maharashtra,Gondiya *,441807,0,1,Maharashtra,Gondiya *,,,,,Maharashtra,Gondiya *
2025-09-08,Maharashtra,Mumbai( Sub Urban ),400043,0,1,Maharashtra,Mumbai( Sub Urban ),,,,,Maharashtra,Mumbai( Sub Urban )
2025-09-08,Maharashtra,Mumbai( Sub Urban ),400068,0,1,Maharashtra,Mumbai( Sub Urban ),,,,,Maharashtra,Mumbai( Sub Urban )
2025-09-08,Maharashtra,Mumbai( Sub Urban ),400083,1,0,Maharashtra,Mumbai( Sub Urban ),,,,,Maharashtra,Mumbai( Sub Urban )
2025-09-08,Odisha,Baleswar,756028,4,2,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-08,Odisha,Baleswar,756032,17,19,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-08,Odisha,Baleswar,756049,3,2,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-08,Odisha,Baleswar,756079,1,6,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-08,Odisha,Baleswar,756080,7,6,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-08,Odisha,Baleswar,756085,1,5,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-08,Odisha,Baleswar,756166,11,3,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-08,Odisha,Baudh,762018,1,2,Odisha,Baudh,,,,,Odisha,Baudh
2025-09-08,Odisha,Debagarh,768108,21,23,Odisha,Debagarh,,,,,Odisha,Debagarh
2025-09-08,Odisha,Debagarh,768121,6,7,Odisha,Debagarh,,,,,Odisha,Debagarh
2025-09-08,Odisha,JAJPUR,755005,6,9,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-09-08,Odisha,JAJPUR,755008,4,5,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-09-08,Odisha,JAJPUR,755011,10,9,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-09-08,Odisha,JAJPUR,755025,4,1,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-09-08,Odisha,JAJPUR,755026,4,4,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-09-08,Andaman & Nicobar Islands,Andamans,744106,0,2,Andaman and Nicobar Islands,Andamans,,,,,Andaman and Nicobar Islands,Andamans
2025-09-08,Andhra Pradesh,Ananthapuramu,515101,1,1,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-09-08,Andhra Pradesh,Ananthapuramu,515122,1,0,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-09-08,Andhra Pradesh,Ananthapuramu,515231,6,1,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-09-08,Andhra Pradesh,Ananthapuramu,515261,0,4,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-09-08,Andhra Pradesh,Ananthapuramu,515311,1,0,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-09-08,Andhra Pradesh,Ananthapuramu,515321,1,0,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-09-08,Andhra Pradesh,Ananthapuramu,515331,1,0,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-09-08,Andhra Pradesh,Ananthapuramu,515341,1,0,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-09-08,Andhra Pradesh,Ananthapuramu,515402,0,1,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-09-08,Andhra Pradesh,Ananthapuramu,515435,1,0,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
